PacingID,SectionID,PlannedDate,Sequence,LessonID,Locked,Notes
"M8-P2|2027-05-05|1","M8-P2","2027-05-05","1","AMP-M8-U8-I17","FALSE",""
"M8-P2|2027-05-06|1","M8-P2","2027-05-06","1","AMP-M8-U8-I18","FALSE",""
"M8-P2|2027-05-07|1","M8-P2","2027-05-07","1","AMP-M8-U8-I19","FALSE",""
"M8-P2|2027-05-11|1","M8-P2","2027-05-11","1","AMP-M8-U8-I20","FALSE",""
"M8-P2|2027-05-12|1","M8-P2","2027-05-12","1","AMP-M8-U8-I21","FALSE",""
"M8-P3|2026-08-06|1","M8-P3","2026-08-06","1","AMP-M8-U1-I05","FALSE",""
"M8-P3|2026-08-07|1","M8-P3","2026-08-07","1","AMP-M8-U1-I06","FALSE",""
"M8-P3|2026-08-10|1","M8-P3","2026-08-10","1","AMP-M8-U1-I07","FALSE",""
"M8-P3|2026-08-12|1","M8-P3","2026-08-12","1","AMP-M8-U1-I08","FALSE",""
"M8-P3|2026-08-13|1","M8-P3","2026-08-13","1","AMP-M8-U1-I09","FALSE",""
"M8-P3|2026-08-14|1","M8-P3","2026-08-14","1","AMP-M8-U1-I10","FALSE",""
"M8-P3|2026-08-17|1","M8-P3","2026-08-17","1","AMP-M8-U1-I11","FALSE",""
"M8-P3|2026-08-19|1","M8-P3","2026-08-19","1","AMP-M8-U1-I12","FALSE",""
"M8-P3|2026-08-20|1","M8-P3","2026-08-20","1","AMP-M8-U1-I13","FALSE",""
"M8-P3|2026-08-21|1","M8-P3","2026-08-21","1","AMP-M8-U1-I14","FALSE",""
"M8-P3|2026-08-24|1","M8-P3","2026-08-24","1","AMP-M8-U1-I15","FALSE",""
"M8-P3|2026-08-26|1","M8-P3","2026-08-26","1","AMP-M8-U1-I16","FALSE",""
"M8-P3|2026-08-27|1","M8-P3","2026-08-27","1","AMP-M8-U1-I17","FALSE",""
"M8-P3|2026-08-28|1","M8-P3","2026-08-28","1","AMP-M8-U1-I18","FALSE",""
"M8-P3|2026-08-31|1","M8-P3","2026-08-31","1","AMP-M8-U1-I19","FALSE",""
"M8-P3|2026-09-02|1","M8-P3","2026-09-02","1","AMP-M8-U1-I20","FALSE",""
"M8-P3|2026-09-03|1","M8-P3","2026-09-03","1","AMP-M8-U1-I21","FALSE",""
"M8-P3|2026-09-04|1","M8-P3","2026-09-04","1","AMP-M8-U2-I03","FALSE",""
"M8-P3|2026-09-09|1","M8-P3","2026-09-09","1","AMP-M8-U2-I04","FALSE",""
"M8-P3|2026-09-10|1","M8-P3","2026-09-10","1","AMP-M8-U2-I05","FALSE",""
"M8-P3|2026-09-11|1","M8-P3","2026-09-11","1","AMP-M8-U2-I06","FALSE",""
"M8-P3|2026-09-14|1","M8-P3","2026-09-14","1","AMP-M8-U2-I07","FALSE",""
"M8-P3|2026-09-16|1","M8-P3","2026-09-16","1","AMP-M8-U2-I08","FALSE",""
"M8-P3|2026-09-17|1","M8-P3","2026-09-17","1","AMP-M8-U2-I09","FALSE",""
"M8-P3|2026-09-18|1","M8-P3","2026-09-18","1","AMP-M8-U2-I10","FALSE",""
"M8-P3|2026-09-21|1","M8-P3","2026-09-21","1","AMP-M8-U2-I11","FALSE",""
"M8-P3|2026-09-23|1","M8-P3","2026-09-23","1","AMP-M8-U2-I12","FALSE",""
"M8-P3|2026-09-24|1","M8-P3","2026-09-24","1","AMP-M8-U2-I13","FALSE",""
"M8-P3|2026-09-25|1","M8-P3","2026-09-25","1","AMP-M8-U2-I14","FALSE",""
"M8-P3|2026-09-28|1","M8-P3","2026-09-28","1","AMP-M8-U2-I15","FALSE",""
"M8-P3|2026-09-30|1","M8-P3","2026-09-30","1","AMP-M8-U2-I16","FALSE",""
"M8-P3|2026-10-01|1","M8-P3","2026-10-01","1","AMP-M8-U2-I17","FALSE",""
"M8-P3|2026-10-02|1","M8-P3","2026-10-02","1","AMP-M8-U3-I03","FALSE",""
"M8-P3|2026-10-05|1","M8-P3","2026-10-05","1","AMP-M8-U3-I04","FALSE",""
"M8-P3|2026-10-07|1","M8-P3","2026-10-07","1","AMP-M8-U3-I05","FALSE",""
"M8-P3|2026-10-08|1","M8-P3","2026-10-08","1","AMP-M8-U3-I06","FALSE",""
"M8-P3|2026-10-14|1","M8-P3","2026-10-14","1","AMP-M8-U3-I07","FALSE",""
"M8-P3|2026-10-15|1","M8-P3","2026-10-15","1","AMP-M8-U3-I08","FALSE",""
"M8-P3|2026-10-16|1","M8-P3","2026-10-16","1","AMP-M8-U3-I10","FALSE",""
"M8-P3|2026-10-19|1","M8-P3","2026-10-19","1","AMP-M8-U3-I11","FALSE",""
"M8-P3|2026-10-21|1","M8-P3","2026-10-21","1","AMP-M8-U3-I12","FALSE",""
"M8-P3|2026-10-22|1","M8-P3","2026-10-22","1","AMP-M8-U3-I13","FALSE",""
"M8-P3|2026-10-23|1","M8-P3","2026-10-23","1","AMP-M8-U3-I14","FALSE",""
"M8-P3|2026-10-26|1","M8-P3","2026-10-26","1","AMP-M8-U3-I15","FALSE",""
"M8-P3|2026-10-28|1","M8-P3","2026-10-28","1","AMP-M8-U3-I16","FALSE",""
"M8-P3|2026-10-29|1","M8-P3","2026-10-29","1","AMP-M8-U3-I17","FALSE",""
"M8-P3|2026-10-30|1","M8-P3","2026-10-30","1","AMP-M8-U3-I18","FALSE",""
"M8-P3|2026-11-02|1","M8-P3","2026-11-02","1","AMP-M8-U3-I19","FALSE",""
"M8-P3|2026-11-04|1","M8-P3","2026-11-04","1","AMP-M8-U3-I20","FALSE",""
"M8-P3|2026-11-05|1","M8-P3","2026-11-05","1","AMP-M8-U4-I04","FALSE",""
"M8-P3|2026-11-06|1","M8-P3","2026-11-06","1","AMP-M8-U4-I05","FALSE",""
"M8-P3|2026-11-09|1","M8-P3","2026-11-09","1","AMP-M8-U4-I06","FALSE",""
"M8-P3|2026-11-12|1","M8-P3","2026-11-12","1","AMP-M8-U4-I07","FALSE",""
"M8-P3|2026-11-13|1","M8-P3","2026-11-13","1","AMP-M8-U4-I08","FALSE",""
"M8-P3|2026-11-16|1","M8-P3","2026-11-16","1","AMP-M8-U4-I09","FALSE",""
"M8-P3|2026-11-18|1","M8-P3","2026-11-18","1","AMP-M8-U4-I10","FALSE",""
"M8-P3|2026-11-19|1","M8-P3","2026-11-19","1","AMP-M8-U4-I11","FALSE",""
"M8-P3|2026-11-20|1","M8-P3","2026-11-20","1","AMP-M8-U4-I12","FALSE",""
"M8-P3|2026-11-30|1","M8-P3","2026-11-30","1","AMP-M8-U4-I13","FALSE",""
"M8-P3|2026-12-02|1","M8-P3","2026-12-02","1","AMP-M8-U4-I14","FALSE",""
"M8-P3|2026-12-03|1","M8-P3","2026-12-03","1","AMP-M8-U4-I15","FALSE",""
"M8-P3|2026-12-04|1","M8-P3","2026-12-04","1","AMP-M8-U4-I16","FALSE",""
"M8-P3|2026-12-07|1","M8-P3","2026-12-07","1","AMP-M8-U4-I17","FALSE",""
"M8-P3|2026-12-09|1","M8-P3","2026-12-09","1","AMP-M8-U4-I18","FALSE",""
"M8-P3|2026-12-10|1","M8-P3","2026-12-10","1","AMP-M8-U4-I19","FALSE",""
"M8-P3|2026-12-11|1","M8-P3","2026-12-11","1","AMP-M8-U4-I20","FALSE",""
"M8-P3|2026-12-14|1","M8-P3","2026-12-14","1","AMP-M8-U4-I21","FALSE",""
"M8-P3|2026-12-16|1","M8-P3","2026-12-16","1","AMP-M8-U5-I04","FALSE",""
"M8-P3|2026-12-17|1","M8-P3","2026-12-17","1","AMP-M8-U5-I05","FALSE",""
"M8-P3|2026-12-18|1","M8-P3","2026-12-18","1","AMP-M8-U5-I06","FALSE",""
"M8-P3|2027-01-04|1","M8-P3","2027-01-04","1","AMP-M8-U5-I07","FALSE",""
"M8-P3|2027-01-06|1","M8-P3","2027-01-06","1","AMP-M8-U5-I08","FALSE",""
"M8-P3|2027-01-07|1","M8-P3","2027-01-07","1","AMP-M8-U5-I09","FALSE",""
"M8-P3|2027-01-08|1","M8-P3","2027-01-08","1","AMP-M8-U5-I10","FALSE",""
"M8-P3|2027-01-11|1","M8-P3","2027-01-11","1","AMP-M8-U5-I12","FALSE",""
"M8-P3|2027-01-13|1","M8-P3","2027-01-13","1","AMP-M8-U5-I13","FALSE",""
"M8-P3|2027-01-14|1","M8-P3","2027-01-14","1","AMP-M8-U5-I14","FALSE",""
"M8-P3|2027-01-20|1","M8-P3","2027-01-20","1","AMP-M8-U5-I15","FALSE",""
"M8-P3|2027-01-21|1","M8-P3","2027-01-21","1","AMP-M8-U5-I16","FALSE",""
"M8-P3|2027-01-22|1","M8-P3","2027-01-22","1","AMP-M8-U5-I17","FALSE",""
"M8-P3|2027-01-25|1","M8-P3","2027-01-25","1","AMP-M8-U5-I18","FALSE",""
"M8-P3|2027-01-27|1","M8-P3","2027-01-27","1","AMP-M8-U5-I19","FALSE",""
"M8-P3|2027-01-28|1","M8-P3","2027-01-28","1","AMP-M8-U5-I20","FALSE",""
"M8-P3|2027-01-29|1","M8-P3","2027-01-29","1","AMP-M8-U5-I21","FALSE",""
"M8-P3|2027-02-01|1","M8-P3","2027-02-01","1","AMP-M8-U5-I22","FALSE",""
"M8-P3|2027-02-03|1","M8-P3","2027-02-03","1","AMP-M8-U6-I02","FALSE",""
"M8-P3|2027-02-04|1","M8-P3","2027-02-04","1","AMP-M8-U6-I03","FALSE",""
"M8-P3|2027-02-05|1","M8-P3","2027-02-05","1","AMP-M8-U6-I04","FALSE",""
"M8-P3|2027-02-08|1","M8-P3","2027-02-08","1","AMP-M8-U6-I05","FALSE",""
"M8-P3|2027-02-10|1","M8-P3","2027-02-10","1","AMP-M8-U6-I06","FALSE",""
"M8-P3|2027-02-11|1","M8-P3","2027-02-11","1","AMP-M8-U6-I07","FALSE",""
"M8-P3|2027-02-17|1","M8-P3","2027-02-17","1","AMP-M8-U6-I08","FALSE",""
"M8-P3|2027-02-18|1","M8-P3","2027-02-18","1","AMP-M8-U6-I09","FALSE",""
"M8-P3|2027-02-19|1","M8-P3","2027-02-19","1","AMP-M8-U6-I10","FALSE",""
"M8-P3|2027-02-22|1","M8-P3","2027-02-22","1","AMP-M8-U6-I11","FALSE",""
"M8-P3|2027-02-24|1","M8-P3","2027-02-24","1","AMP-M8-U6-I12","FALSE",""
"M8-P3|2027-02-25|1","M8-P3","2027-02-25","1","AMP-M8-U6-I13","FALSE",""
"M8-P3|2027-02-26|1","M8-P3","2027-02-26","1","AMP-M8-U6-I14","FALSE",""
"M8-P3|2027-03-01|1","M8-P3","2027-03-01","1","AMP-M8-U6-I15","FALSE",""
"M8-P3|2027-03-03|1","M8-P3","2027-03-03","1","AMP-M8-U6-I16","FALSE",""
"M8-P3|2027-03-04|1","M8-P3","2027-03-04","1","AMP-M8-U6-I17","FALSE",""
"M8-P3|2027-03-05|1","M8-P3","2027-03-05","1","AMP-M8-U6-I18","FALSE",""
"M8-P3|2027-03-08|1","M8-P3","2027-03-08","1","AMP-M8-U7-I03","FALSE",""
"M8-P3|2027-03-10|1","M8-P3","2027-03-10","1","AMP-M8-U7-I04","FALSE",""
"M8-P3|2027-03-11|1","M8-P3","2027-03-11","1","AMP-M8-U7-I05","FALSE",""
"M8-P3|2027-03-17|1","M8-P3","2027-03-17","1","AMP-M8-U7-I06","FALSE",""
"M8-P3|2027-03-18|1","M8-P3","2027-03-18","1","AMP-M8-U7-I07","FALSE",""
"M8-P3|2027-03-19|1","M8-P3","2027-03-19","1","AMP-M8-U7-I08","FALSE",""
"M8-P3|2027-03-22|1","M8-P3","2027-03-22","1","AMP-M8-U7-I09","FALSE",""
"M8-P3|2027-03-24|1","M8-P3","2027-03-24","1","AMP-M8-U7-I10","FALSE",""
"M8-P3|2027-03-25|1","M8-P3","2027-03-25","1","AMP-M8-U7-I11","FALSE",""
"M8-P3|2027-03-26|1","M8-P3","2027-03-26","1","AMP-M8-U7-I12","FALSE",""
"M8-P3|2027-03-29|1","M8-P3","2027-03-29","1","AMP-M8-U7-I13","FALSE",""
"M8-P3|2027-03-31|1","M8-P3","2027-03-31","1","AMP-M8-U7-I14","FALSE",""
"M8-P3|2027-04-01|1","M8-P3","2027-04-01","1","AMP-M8-U7-I15","FALSE",""
"M8-P3|2027-04-02|1","M8-P3","2027-04-02","1","AMP-M8-U7-I17","FALSE",""
"M8-P3|2027-04-14|1","M8-P3","2027-04-14","1","AMP-M8-U7-I18","FALSE",""
"M8-P3|2027-04-15|1","M8-P3","2027-04-15","1","AMP-M8-U7-I19","FALSE",""
"M8-P3|2027-04-16|1","M8-P3","2027-04-16","1","AMP-M8-U7-I20","FALSE",""
"M8-P3|2027-04-19|1","M8-P3","2027-04-19","1","AMP-M8-U7-I21","FALSE",""
"M8-P3|2027-04-21|1","M8-P3","2027-04-21","1","AMP-M8-U8-I03","FALSE",""
"M8-P3|2027-04-22|1","M8-P3","2027-04-22","1","AMP-M8-U8-I04","FALSE",""
"M8-P3|2027-04-23|1","M8-P3","2027-04-23","1","AMP-M8-U8-I05","FALSE",""
"M8-P3|2027-04-26|1","M8-P3","2027-04-26","1","AMP-M8-U8-I06","FALSE",""
"M8-P3|2027-04-28|1","M8-P3","2027-04-28","1","AMP-M8-U8-I07","FALSE",""
"M8-P3|2027-04-29|1","M8-P3","2027-04-29","1","AMP-M8-U8-I08","FALSE",""
"M8-P3|2027-04-30|1","M8-P3","2027-04-30","1","AMP-M8-U8-I09","FALSE",""
"M8-P3|2027-05-03|1","M8-P3","2027-05-03","1","AMP-M8-U8-I10","FALSE",""
"M8-P3|2027-05-05|1","M8-P3","2027-05-05","1","AMP-M8-U8-I11","FALSE",""
"M8-P3|2027-05-06|1","M8-P3","2027-05-06","1","AMP-M8-U8-I12","FALSE",""
"M8-P3|2027-05-07|1","M8-P3","2027-05-07","1","AMP-M8-U8-I13","FALSE",""
"M8-P3|2027-05-10|1","M8-P3","2027-05-10","1","AMP-M8-U8-I14","FALSE",""
"M8-P3|2027-05-12|1","M8-P3","2027-05-12","1","AMP-M8-U8-I15","FALSE",""
"M8-P3|2027-05-13|1","M8-P3","2027-05-13","1","AMP-M8-U8-I16","FALSE",""
"M8-P3|2027-05-14|1","M8-P3","2027-05-14","1","AMP-M8-U8-I17","FALSE",""
"M8-P3|2027-05-17|1","M8-P3","2027-05-17","1","AMP-M8-U8-I18","FALSE",""
"M8-P3|2027-05-19|1","M8-P3","2027-05-19","1","AMP-M8-U8-I19","FALSE",""
"M8-P3|2027-05-20|1","M8-P3","2027-05-20","1","AMP-M8-U8-I20","FALSE",""
"M8-P3|2027-05-21|1","M8-P3","2027-05-21","1","AMP-M8-U8-I21","FALSE",""
